mapblklot,analysis_neighborhood
5843018,Bernal Heights
3541009,Castro/Upper Market
4591C090,Bayview Hunters Point
3642015,Mission
3530046,Mission
8722001,Mission Bay
0054057,North Beach
1444035,Inner Richmond
2830013,Noe Valley
1212003,Lone Mountain/USF
0595013,Russian Hill
6521053,Mission
0700012,Japantown
6593027,Noe Valley
4008011,Potrero Hill
3977001A,Potrero Hill
1158018,Lone Mountain/USF
1227038,Haight Ashbury
0676009,Pacific Heights
3537089,Castro/Upper Market
0140009,Financial District/South Beach
6665054,Glen Park
0093001,Russian Hill
2618019,Castro/Upper Market
6569004,Mission
1279044,Haight Ashbury
2701044,Twin Peaks
9900015H,Financial District/South Beach
3609062,Mission
4008003,Potrero Hill
1543021,Inner Richmond
0151013,Nob Hill
0938006,Marina
3783001,South of Market
1286027A,Haight Ashbury
1452011,Outer Richmond
0819067,Hayes Valley
3144A027,Outer Mission
5025028,Bayview Hunters Point
0041019,North Beach
4024005,Mission
4711COMA,Bayview Hunters Point
1632017,Inner Richmond
3615044,Mission
4991PCLB,Bayview Hunters Point
5335ACOMK,Bayview Hunters Point
6691041,Bernal Heights
0822045,Hayes Valley
1800003,Sunset/Parkside
5322045,Bayview Hunters Point
7331028,Lakeshore
3753240,South of Market
4104068,Potrero Hill
2617022,Haight Ashbury
5526026,Bernal Heights
5232008,Bayview Hunters Point
4591C173,Bayview Hunters Point
3632023,Mission
2630018,Inner Sunset
9900274,Financial District/South Beach
1221029,Haight Ashbury
1610023,Outer Richmond
4591D073,Bayview Hunters Point
3621005,Noe Valley
1438017,Inner Richmond
0101032,Chinatown
6617027,Noe Valley
3564108,Castro/Upper Market
6567014,Mission
1344017,Seacliff
5240033,Bayview Hunters Point
7153048,Outer Mission
3901002,Mission
0585021,Pacific Heights
3967004,Mission
3779022A,South of Market
1286018,Haight Ashbury
5522053,Bernal Heights
1042014,Presidio Heights
1274026,Inner Sunset
4591D033,Bayview Hunters Point
5046014,Bayview Hunters Point
8711021,Mission Bay
6074035,Excelsior
6562061,Noe Valley
3750002,Financial District/South Beach
1642063,Inner Richmond
0950013,Marina
3538071,Castro/Upper Market
3714007,Financial District/South Beach
4591C198,Bayview Hunters Point
0572089,Russian Hill
7090018,Oceanview/Merced/Ingleside
3520086,South of Market
1179012,Western Addition
7074037,Oceanview/Merced/Ingleside
0636034,Pacific Heights
6208018,Visitacion Valley
0184031,Russian Hill
1625029,Outer Richmond
6501043,Noe Valley
1269107,Haight Ashbury
3612055,Mission
3702308,South of Market
3646005,Mission
1021031,Presidio Heights
3833006,Mission Bay
0247045,Nob Hill
3760123,South of Market
0014002,North Beach
8719002,Mission Bay
5203023,Bayview Hunters Point
1378029,Outer Richmond
3548174,Mission
8906001,Treasure Island
0521005,Marina
0133011,North Beach
0983007,Presidio Heights
5638018,Bernal Heights
7363001,Lakeshore
3537115,Castro/Upper Market
6411039,Excelsior
0220016,Nob Hill
0852003E,Hayes Valley
1739050,Inner Sunset
1481004,Lincoln Park
1252050,Haight Ashbury
1262012,Haight Ashbury
1709014B,Sunset/Parkside
4100079,Potrero Hill
8949001,Treasure Island
1082038,Presidio Heights
1313026,Outer Richmond
7153055,Outer Mission
1136020,Lone Mountain/USF
1671008M,Outer Richmond
3628005,Noe Valley
5667021,Bernal Heights
1173005,Lone Mountain/USF
7113054,Oceanview/Merced/Ingleside
4956010,Bayview Hunters Point
3544026,Castro/Upper Market
7331042,Lakeshore
4852017,Bayview Hunters Point
1363028,Inner Richmond
0861016,Haight Ashbury
1557005,Outer Richmond
7100020,Outer Mission
4022028,Mission
0866002,Haight Ashbury
1629019,Outer Richmond
6513030,Mission
3762125,South of Market
3547002,Mission
3581015,Castro/Upper Market
6504020,Noe Valley
0465A029,Marina
3746004,Financial District/South Beach
7179024,Oceanview/Merced/Ingleside
4009001I,Potrero Hill
5027001,Bayview Hunters Point
1765036,Inner Sunset
1857036,Inner Sunset
3585091,Castro/Upper Market
0550030,Russian Hill
0480003B,Marina
4991421,Bayview Hunters Point
4591D093,Bayview Hunters Point
3794004,Mission Bay
1030025,Presidio Heights
6723030,Outer Mission
0660013,Pacific Heights
4591C606,Bayview Hunters Point
0061023,North Beach
0866004,Haight Ashbury
1654041,Inner Richmond
7160002,Outer Mission
1709053,Sunset/Parkside
1528030,Outer Richmond
6723031,Outer Mission
3725132,South of Market
3570005,Mission
0511068,Marina
0503023,Marina
1924020,Sunset/Parkside
4591D047,Bayview Hunters Point
0480013,Marina
4272014,Mission
2628052,Castro/Upper Market
0223007,Nob Hill
6569051,Mission
3634009,Mission
4591C608,Bayview Hunters Point
3642042,Mission
3585094,Castro/Upper Market
6524015,Mission
1159026,Lone Mountain/USF
2129003,West of Twin Peaks
1428045,Inner Richmond
3732004,South of Market
8711024A,Mission Bay
4271030,Mission
1939054,Treasure Island
3619102,Noe Valley
0860030,Hayes Valley
0503027,Marina
1939022,Treasure Island
1153016,Western Addition
3548018,Mission
6519042,Mission
3604053A,Castro/Upper Market
7174052,Outer Mission
0845024,Haight Ashbury
3575058,Mission
4991OS7,Bayview Hunters Point
0114035,North Beach
3584082,Castro/Upper Market
5476021,Bayview Hunters Point
4112001,Potrero Hill
1644051,Inner Richmond
4622006,Bayview Hunters Point
1568031,Outer Richmond
3737023,Financial District/South Beach
0088030,North Beach
3540041,Castro/Upper Market
6510004,Noe Valley
1541052,Inner Richmond
5431A018,Bayview Hunters Point
5527017,Bernal Heights
0221032,Nob Hill
0085005A,North Beach
8704002,Mission Bay
7074045,Oceanview/Merced/Ingleside
1362011,Inner Richmond
6568011C,Mission
3613020,Mission
1259023,Haight Ashbury
3598072,Mission
7335002,Lakeshore
3567014,Mission
1771047,Inner Sunset
0149014,Nob Hill
3596058,Mission
7331CMI,Lakeshore
3961005,Mission
8904006,Treasure Island
0934009,Marina
0176003,Chinatown
6576009A,Noe Valley
3541023,Castro/Upper Market
1672032,Outer Richmond
3741031,Financial District/South Beach
3606045,Castro/Upper Market
0441A011,Marina
2612023,Castro/Upper Market
4171023,Potrero Hill
0311006,Financial District/South Beach
3727036,South of Market
3594041,Mission
6657001,Glen Park
6595016,Noe Valley
6462026,Excelsior
3541057,Castro/Upper Market
3561078,Castro/Upper Market
3632022,Mission
0987038,Presidio Heights
3530045,Mission
3541039,Castro/Upper Market
3727224,South of Market
7345001,Lakeshore
3547004,Mission
3508026,South of Market
1374020,Outer Richmond
0247051,Nob Hill
5806009A,Bernal Heights
4876001,Bayview Hunters Point
3752092,South of Market
2655003,Castro/Upper Market
2650025,Castro/Upper Market
7026012,Outer Mission
5054A098,Bayview Hunters Point
7308008,Lakeshore
4591C228,Bayview Hunters Point
4093011,Potrero Hill
3702390,South of Market
1332035,Seacliff
2769010A,Noe Valley
5044012,Bayview Hunters Point
4004033,Potrero Hill
1801034,Sunset/Parkside
6163038,McLaren Park
0565001,Pacific Heights
1129014,Western Addition
5474030,Bayview Hunters Point
0998007,Presidio Heights
1372031,Inner Richmond
4266033,Mission
2609056,Castro/Upper Market
1267053,Haight Ashbury
0027051,Russian Hill
0688036,Japantown
7148040,Oceanview/Merced/Ingleside
4335004A,Mission
5000010,Bayview Hunters Point
1288015,Haight Ashbury
0191017,Chinatown
5436012,Bayview Hunters Point
3537065,Castro/Upper Market
3720006,Financial District/South Beach
4591C115,Bayview Hunters Point
4172041,Potrero Hill
3721090,Financial District/South Beach
6747032,Outer Mission
5250015,Bayview Hunters Point
6563016,Noe Valley
4591D016,Bayview Hunters Point
2822022,Twin Peaks
3558051,Castro/Upper Market
1014034A,Presidio Heights
2406004,Sunset/Parkside
0862003,Haight Ashbury
7331113,Lakeshore
3595009,Mission
0347012,Tenderloin
6594045,Noe Valley
6600012C,Noe Valley
1162022,Lone Mountain/USF
4266002,Mission
4040034,Potrero Hill
1159001,Lone Mountain/USF
1939028,Treasure Island
2034A015,Inner Sunset
2626009A,Castro/Upper Market
1012065,Presidio Heights
3560025,Castro/Upper Market
3833005,Mission Bay
4591C004,Bayview Hunters Point
0027011,Russian Hill
4272018A,Mission
4106021,Potrero Hill
1048014,Pacific Heights
3521026,Mission
1939083,Treasure Island
3597043,Mission
3706115,Financial District/South Beach
4912022,Bayview Hunters Point
5827021,Bernal Heights
8953002,Treasure Island
5466029,Portola
1352010,Inner Richmond
3778021,South of Market
9900031,North Beach
4095037,Potrero Hill
1432040,Inner Richmond
3732149,South of Market
0506010,Marina
5673012,Bernal Heights
4116006,Potrero Hill
3534017D,Mission
0436F014,Marina
3596035,Mission
5518005,Bernal Heights
4224027,Potrero Hill
1765005,Inner Sunset
6567013,Mission
0600033,Pacific Heights
0840013,Hayes Valley
3570047C,Mission
1262021,Haight Ashbury
1572014C,Outer Richmond
3580002,Castro/Upper Market
5054A097,Bayview Hunters Point
1178020,Western Addition
3612057,Mission
2754003,Twin Peaks
1372038,Inner Richmond
4095034,Potrero Hill
6533008,Mission
0832025,Hayes Valley
5501095,Bernal Heights
3775218,Financial District/South Beach
5313031,Bayview Hunters Point
3705043,South of Market
6566017,Noe Valley
3639136,Mission
3705013,South of Market
6482044,Excelsior
1550019,Inner Richmond
1654008,Inner Richmond
4100047,Potrero Hill
1341017,Seacliff
4059002B,Potrero Hill
1040018,Presidio Heights
5550005A,Bernal Heights
6309057,Visitacion Valley
2745023,Twin Peaks
4030011,Potrero Hill
8721028,Mission Bay
1858029,Inner Sunset
5474024,Bayview Hunters Point
0101004,Chinatown
0252002,Nob Hill
0860046,Hayes Valley
4591D118,Bayview Hunters Point
1030041,Presidio Heights
1842026,Inner Sunset
1228015,Haight Ashbury
3707028,Financial District/South Beach
3071033,West of Twin Peaks
6513074,Mission
6205007,Visitacion Valley
2618030,Castro/Upper Market
1254064,Haight Ashbury
1446051,Outer Richmond
0493034,Marina
7530COMB,Glen Park
0928073,Marina
0507027,Marina
0516012,Marina
1174018,Lone Mountain/USF
1201012,Hayes Valley
4224061,Potrero Hill
6944042,Oceanview/Merced/Ingleside
0659029,Pacific Heights
4832012,Bayview Hunters Point
2801016,Noe Valley
1239022,Haight Ashbury
1162004,Lone Mountain/USF
0989031,Presidio Heights
3994003,Potrero Hill
3115002A,West of Twin Peaks
0549010,Russian Hill
3746669,Financial District/South Beach
9900040H,Mission Bay
7326012,Lakeshore
4939015,Bayview Hunters Point
VACSTBER,Bernal Heights
3589059,Mission
3562034,Castro/Upper Market
1235012,Haight Ashbury
4110013,Potrero Hill
5525027,Bernal Heights
1595143,Outer Richmond
1210024,Lone Mountain/USF
3707025,Financial District/South Beach
2623243,Castro/Upper Market
1549021,Inner Richmond
7364001,Lakeshore
3597038,Mission
3632038,Mission
4030019,Potrero Hill
2698003,Castro/Upper Market
1342005A,Seacliff
2631051,Inner Sunset
4148045,Mission
3565081,Castro/Upper Market
3180209,West of Twin Peaks
6652024,Glen Park
7360001,Lakeshore
8720001,Mission Bay
0189022,Nob Hill
5647005,Bernal Heights
4327A013,Bayview Hunters Point
1049016,Pacific Heights
4052011,Potrero Hill
1129122,Western Addition
0559038,Pacific Heights
5000002,Bayview Hunters Point
3502085,Mission
1383009,Outer Richmond
0566019,Pacific Heights
2778029,Twin Peaks
0220027,Nob Hill
4591C060,Bayview Hunters Point
1664024,Outer Richmond
4031026,Potrero Hill
2701036,Twin Peaks
3558058,Castro/Upper Market
4700121,Bayview Hunters Point
0314004,Financial District/South Beach
4624443,Bayview Hunters Point
0951029,Marina
3573025,Mission
5421008,Bayview Hunters Point
7359001,Lakeshore
6178047,Visitacion Valley
4283BCOMG,Potrero Hill
0941004,Marina
4591C147,Bayview Hunters Point
1460014B,Outer Richmond
6546037,Noe Valley
4113002,Potrero Hill
2618025A,Castro/Upper Market
6322009,Visitacion Valley
2772015,Noe Valley
8905002,Treasure Island
1288015A,Haight Ashbury
6688031,Bernal Heights
6740011,Glen Park
1333037,Seacliff
0691008,Nob Hill
1048027,Pacific Heights
1636013,Inner Richmond
2626007,Castro/Upper Market
3736083,Financial District/South Beach
1528049,Outer Richmond
4158047,Potrero Hill
2849014,Noe Valley
6959019,Outer Mission
0942014A,Marina
1732042,Inner Sunset
6565020,Noe Valley
1065041,Presidio Heights
5066B004,Bayview Hunters Point
2629023,Haight Ashbury
1456003,Outer Richmond
3649056,Noe Valley
1369001D,Inner Richmond
7331107,Lakeshore
3578067,Mission
3521096,Mission
0551036,Marina
1073019,Presidio Heights
4605023,Bayview Hunters Point
2712009,Castro/Upper Market
0775010,Western Addition
4095027,Potrero Hill
4039009,Potrero Hill
6685001,Glen Park
5713035,Bernal Heights
3180212,West of Twin Peaks
6617004,Noe Valley
0158010,Nob Hill
5965006,Excelsior
4171011,Potrero Hill
6620006,Noe Valley
1805040,Sunset/Parkside
6409008,Excelsior
1155033,Western Addition
2696025,Castro/Upper Market
1434002,Inner Richmond
6621030,Noe Valley
0991021,Presidio Heights
0533035,Marina
1168023,Lone Mountain/USF
5723030,Bernal Heights
0538018,Marina
3590066,Mission
4232018,Potrero Hill
6655026,Glen Park
0822010,Hayes Valley
1939049,Treasure Island
5054A106,Bayview Hunters Point
1636005A,Inner Richmond
4587011,Bayview Hunters Point
0856025,Hayes Valley
0346004,Tenderloin
3594009,Mission
1151023,Lone Mountain/USF
6361007,Visitacion Valley
3506008,Mission
4279030,Mission
5709018,Bernal Heights
7537059,Glen Park
0865002,Haight Ashbury
1709026,Sunset/Parkside
0213018,Nob Hill
3509045,South of Market
0115003,North Beach
3643044,Mission
7061056,Oceanview/Merced/Ingleside
1076020,Japantown
1924030,Sunset/Parkside
0685051,Japantown
5524076,Bernal Heights
4598013,Bayview Hunters Point
3730023,South of Market
3589091,Mission
5503027,Bernal Heights
2627008,Castro/Upper Market
1256003,Haight Ashbury
5611072,Bernal Heights
4282ACOMJ,Potrero Hill
0738017,Western Addition
3749053,Financial District/South Beach
6505043,Noe Valley
0858038,Hayes Valley
1388033,Seacliff
5000008,Bayview Hunters Point
3508051,South of Market
6528054,Mission
6720066,Bernal Heights
0970017,Presidio Heights
6620031,Noe Valley
0220023A,Nob Hill
3587110,Mission
1012063,Presidio Heights
0619009,Russian Hill
0441A001,Marina
6201037,Visitacion Valley
4224019,Potrero Hill
2618060,Castro/Upper Market
4605021,Bayview Hunters Point
3538032,Castro/Upper Market
4624032,Bayview Hunters Point
0844005,Haight Ashbury
6618007,Noe Valley
3965031,Mission
9900039H,North Beach
3600001C,Castro/Upper Market
1644017,Inner Richmond
2621014,Castro/Upper Market
2175019,Sunset/Parkside
3558020,Castro/Upper Market
1383016,Outer Richmond
5952004,Excelsior
1065004,Presidio Heights
1528023,Outer Richmond
6995050,Oceanview/Merced/Ingleside
4101035,Potrero Hill
7331CMD,Lakeshore
6656033,Glen Park
9900041,North Beach
0839005,Hayes Valley
5046013,Bayview Hunters Point
3104011,West of Twin Peaks
0086010,North Beach
3983035,Potrero Hill
0512006,Marina
4591C107,Bayview Hunters Point
3595042,Mission
5436014,Portola
2515002,Sunset/Parkside
0817033,Hayes Valley
3154025,Outer Mission
1141032,Lone Mountain/USF
4587013,Bayview Hunters Point
2648007,Castro/Upper Market
0939056,Marina
4052010,Potrero Hill
3721011,Financial District/South Beach
4591D114,Bayview Hunters Point
1207015,Lone Mountain/USF
0828048,Hayes Valley
7333A001,Lakeshore
1924018,Sunset/Parkside
1277001H,Haight Ashbury
6732001,Glen Park
1223013,Haight Ashbury
4572010,Bayview Hunters Point
1457036,Outer Richmond
1155031,Western Addition
1259005,Haight Ashbury
1084004,Lone Mountain/USF
1750006,Inner Sunset
1766024,Inner Sunset
6741020A,Glen Park
1010005,Presidio Heights
0657012,Pacific Heights
4067028,Potrero Hill
1149046,Lone Mountain/USF
1939179,Treasure Island
1064014,Presidio Heights
4591C091,Bayview Hunters Point
0657011D,Pacific Heights
1229019,Haight Ashbury
6663036,Glen Park
3588012,Mission
1209002,Lone Mountain/USF
7074038,Oceanview/Merced/Ingleside
3999010,Potrero Hill
1081025,Presidio Heights
7129049,Oceanview/Merced/Ingleside
7138006,Oceanview/Merced/Ingleside
4991610,Bayview Hunters Point
0992025,Presidio Heights
0700031,Japantown
4942048,Bayview Hunters Point
4094004,Potrero Hill
3757073,South of Market
4936019,Bayview Hunters Point
7380019,Lakeshore
0076002,North Beach
6513033,Mission
1939163,Treasure Island
3736066,Financial District/South Beach
4160052,Potrero Hill
3800003,Mission Bay
3572010,Mission
1713050,Sunset/Parkside
2923009,West of Twin Peaks
3725097,South of Market
3544017,Castro/Upper Market
7335003,Lakeshore
4606015,Bayview Hunters Point
1053014,Pacific Heights
4143012,Mission
5062005,Bayview Hunters Point
1280008,Haight Ashbury
4160004,Potrero Hill
1125002,Western Addition
3558039,Castro/Upper Market
6747027,Outer Mission
0700028,Japantown
4381001,Bayview Hunters Point
3820003,Mission Bay
5334013,Bayview Hunters Point
4037015,Potrero Hill
4208031,Mission
5545016,Bernal Heights
3534018,Mission
4318017,Bayview Hunters Point
6511020,Mission
1216014B,Hayes Valley
3521005,Mission
6745028,Glen Park
3703341,South of Market
2034A014,Inner Sunset
3726090,South of Market
3607025,Mission
1511013,Outer Richmond
5000021,Bayview Hunters Point
2769040,Noe Valley
0527001,Marina
0478065,Russian Hill
4152056,Mission
1205008,Hayes Valley
8944001,Treasure Island
1082013,Presidio Heights
3640025,Mission
5697036,Bernal Heights
7331CMQ,Lakeshore
2754042,Twin Peaks
0268015,Financial District/South Beach
3704002,South of Market
1435030,Inner Richmond
0651007,Pacific Heights
0222161,Nob Hill
1274030,Inner Sunset
4171006,Potrero Hill
3752093,South of Market
1939030,Treasure Island
7126A009,Oceanview/Merced/Ingleside
8931003,Treasure Island
3587068,Mission
3585076,Castro/Upper Market
3580076,Castro/Upper Market
0123037,Russian Hill
8721EASC,Mission Bay
0920005,Marina
3537116,Castro/Upper Market
2620106,Castro/Upper Market
6518031,Mission
5358028,Bayview Hunters Point
6615001A,Noe Valley
3617010,Mission
4093067,Potrero Hill
3736076,Financial District/South Beach
0512008,Marina
1754008,Inner Sunset
6192074,Visitacion Valley
5607062,Bayview Hunters Point
0026042,Russian Hill
4103040,Potrero Hill
1374059,Outer Richmond
1768026,Inner Sunset
1939116,Treasure Island
0031004,North Beach
4232021,Potrero Hill
0239028,Financial District/South Beach
2717041,Castro/Upper Market
0647009,Western Addition
2616059,Haight Ashbury
4089015,Mission
3573002,Mission
1632008K,Inner Richmond
0206005,Chinatown
8723001,Potrero Hill
4591D134,Bayview Hunters Point
3509078,South of Market
